officer_gender,officer_race,officer_age,subject_gender,subject_race,subject_age,weapon,arrest_flag,frisk_flag
M,White,32,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,33,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
F,White,32,Female,White,26 - 35,None,0,0
F,White,32,Female,White,26 - 35,None,0,0
F,White,32,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
F,White,32,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,33,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,33,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,33,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,33,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,32,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,32,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,31,Female,White,56 and Above,None,0,0
M,White,31,Female,White,56 and Above,None,0,0
M,White,32,Female,White,56 and Above,None,0,0
M,White,32,Female,White,56 and Above,None,0,0
M,White,29,Female,White,0-17,None,0,0
M,White,30,Female,White,0-17,None,0,0
M,White,30,Female,White,0-17,None,0,0
M,White,30,Female,White,0-17,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
F,White,28,Female,White,18 - 25,None,0,0
F,White,31,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,32,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,32,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,32,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
F,White,31,Female,White,26 - 35,None,0,0
F,White,31,Female,White,26 - 35,None,0,0
F,White,31,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,32,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
F,White,28,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
F,White,30,Female,White,36 - 45,None,0,0
F,White,30,Female,White,36 - 45,None,0,0
F,White,32,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
M,White,32,Female,White,36 - 45,None,0,0
F,White,29,Female,White,46 - 55,None,0,0
M,White,28,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,32,Female,White,46 - 55,None,0,0
M,White,28,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,31,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
F,White,30,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
F,White,30,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,31,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
F,White,30,Female,White,26 - 35,None,0,0
F,White,30,Female,White,26 - 35,None,0,0
F,White,31,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
F,White,30,Female,White,26 - 35,None,0,0
F,White,30,Female,White,26 - 35,None,0,0
M,White,27,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
F,White,28,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,27,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,31,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,28,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
F,White,29,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,31,Female,White,46 - 55,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,31,Female,White,56 and Above,None,0,0
M,White,30,Female,White,0-17,None,0,0
M,White,28,Female,White,0-17,None,0,0
M,White,26,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,26,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
F,White,26,Female,White,18 - 25,None,0,0
F,White,28,Female,White,18 - 25,None,0,0
F,White,28,Female,White,18 - 25,None,0,0
F,White,28,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,26,Female,White,18 - 25,None,0,0
M,White,26,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
F,White,29,Female,White,18 - 25,None,0,0
F,White,30,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,29,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,30,Female,White,18 - 25,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
F,White,27,Female,White,26 - 35,None,0,0
F,White,28,Female,White,26 - 35,None,0,0
F,White,28,Female,White,26 - 35,None,0,0
F,White,28,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,26,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,27,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
F,White,29,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,28,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,29,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
F,White,30,Female,White,26 - 35,None,0,0
M,White,30,Female,White,26 - 35,None,0,0
M,White,26,Female,White,36 - 45,None,0,0
M,White,26,Female,White,36 - 45,None,0,0
M,White,26,Female,White,36 - 45,None,0,0
M,White,26,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,26,Female,White,36 - 45,None,0,0
M,White,27,Female,White,36 - 45,None,0,0
M,White,27,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
F,White,28,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,28,Female,White,36 - 45,None,0,0
M,White,29,Female,White,36 - 45,None,0,0
F,White,29,Female,White,36 - 45,None,0,0
M,White,30,Female,White,36 - 45,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,26,Female,White,46 - 55,None,0,0
M,White,26,Female,White,46 - 55,None,0,0
F,White,28,Female,White,46 - 55,None,0,0
M,White,27,Female,White,46 - 55,None,0,0
M,White,27,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,28,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,30,Female,White,46 - 55,None,0,0
M,White,28,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,29,Female,White,46 - 55,None,0,0
M,White,27,Female,White,56 and Above,None,0,0
M,White,27,Female,White,56 and Above,None,0,0
M,White,27,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,28,Female,White,56 and Above,None,0,0
M,White,30,Female,White,56 and Above,None,0,0
M,White,26,Female,White,0-17,None,0,0
M,White,25,Female,White,0-17,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,27,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,28,Female,White,18 - 25,None,0,0
M,White,25,Female,White,18 - 25,None,0,0
M,White,26,Female,White,18 - 25,None,0,0
